"","gene","CvDep","CvDep_diff","CvPTSD","CvPTSD_diff","CvPTSDDep","CvPTSDDep_diff","CTEvDep","CTEvDep_diff","CTEvPTSD","CTEvPTSD_diff","CTEvPTSDDep","CTEvPTSDDep_diff"
"446","ZNF652","Over",0.0452,"Under",0.5381,"Over",0.1315,"Under",0.0296,"Under",0.613,"Over",0.0567
"447","AKR1D1","Over",0.02,"Under",0.5126,"Over",0.0716,"Over",0.0316,"Under",0.501,"Over",0.0832
"448","ZNF430","Over",0.008,"Under",0.5272,"Over",0.0449,"Under",0.0565,"Under",0.5916,"Under",0.0195
"449","RPS27","Over",0.1242,"Over",0.1004,"Over",0.0327,"Over",0.0949,"Over",0.0711,"Over",0.0034
"450","DMC1","Over",0.101,"Under",0.4876,"Over",0.2082,"Under",0.0049,"Under",0.5935,"Over",0.1023
"451","ENY2","Over",0.0747,"Over",0.2068,"Over",0.0042,"Under",0.0356,"Over",0.0965,"Under",0.1061
"452","DENR","Over",0.0924,"Under",0.2874,"Over",0.1809,"Over",0.05,"Under",0.3298,"Over",0.1385
"453","TDRD1","Over",0.1021,"Under",0.1829,"Over",0.1254,"Under",0.0328,"Under",0.3177,"Under",0.0094
"454","ITGB2","Under",0.1995,"Under",0.282,"Under",0.1923,"Under",0.1713,"Under",0.2538,"Under",0.1641
"455","ZNF69","Over",0.1331,"Under",0.3101,"Over",0.1828,"Under",0.0154,"Under",0.4586,"Over",0.0342
"456","CHP1P2","Over",0.0175,"Under",0.4946,"Over",0.0849,"Under",0.0712,"Under",0.5833,"Under",0.0037
"457","SLC16A12","Over",0.0212,"Under",0.4776,"Over",0.1145,"Under",0.0576,"Under",0.5564,"Over",0.0358
"458","TPI1","Under",0.1732,"Under",0.054,"Under",0.4041,"Under",0.2158,"Under",0.0965,"Under",0.4467
"459","RPL23AP64","Over",0.2232,"Over",0.2166,"Over",0.1712,"Over",0.0044,"Under",0.0022,"Under",0.0475
"460","SHCBP1","Under",0.0673,"Under",0.3899,"Over",0.0076,"Over",0.0069,"Under",0.3157,"Over",0.0818
"461","COX7B","Over",0.132,"Over",0.2306,"Over",0.0699,"Over",0.1359,"Over",0.2345,"Over",0.0738
"462","PFKFB3","Under",0.3727,"Under",0.321,"Under",0.4207,"Under",0.1389,"Under",0.0872,"Under",0.1869
"463","KIR3DL2","Over",0.1883,"Over",0.5435,"Over",0.2959,"Over",0.1513,"Over",0.5066,"Over",0.2589
"464","TMEM256","Over",0.1824,"Over",0.1634,"Over",0.1313,"Over",0.1843,"Over",0.1653,"Over",0.1332
"465","XRCC2","Over",0.2142,"Under",0.2164,"Over",0.2899,"Over",0.0169,"Under",0.4136,"Over",0.0927
"466","VSIR","Under",0.1733,"Under",0.3097,"Under",0.0906,"Under",0.1578,"Under",0.2942,"Under",0.075
"467","SHROOM4","Over",0.1291,"Under",0.2278,"Over",0.1342,"Under",0.0067,"Under",0.3635,"Under",0.0015
"468","LEP","Over",0.0123,"Under",0.3427,"Over",0.038,"Under",0.0916,"Under",0.4467,"Under",0.0659
"469","RPS17","Over",0.1835,"Over",0.2542,"Over",0.07,"Over",0.1687,"Over",0.2394,"Over",0.0553
"470","ARHGAP15","Under",0.1107,"Under",0.0796,"Under",0.3258,"Under",0.0317,"Under",6e-04,"Under",0.2467
"471","TMEM17","Over",0.1404,"Under",0.2642,"Over",0.2113,"Under",0.0404,"Under",0.445,"Over",0.0305
"472","FOXK1","Over",0.0486,"Under",0.3099,"Over",0.2053,"Under",0.1054,"Under",0.4638,"Over",0.0514
"473","ZNF577","Over",0.1526,"Under",0.1969,"Over",0.125,"Over",0.0996,"Under",0.25,"Over",0.072
"474","LRRFIP1","Over",0.2826,"Under",0.096,"Over",0.1272,"Over",0.2091,"Under",0.1695,"Over",0.0536
"475","ORC6","Under",0.0226,"Under",0.3529,"Over",0.0886,"Under",0.0488,"Under",0.379,"Over",0.0624
"476","DDX51","Over",0.1495,"Under",0.3875,"Over",0.1211,"Under",0.0491,"Under",0.5861,"Under",0.0775
"477","LSM1","Over",0.0394,"Over",0.2225,"Over",0.1589,"Over",0.1149,"Over",0.2981,"Over",0.2345
"478","AOC4P","Over",0.1058,"Under",0.3465,"Over",0.1874,"Under",0.0511,"Under",0.5034,"Over",0.0305
"479","HMGB2","Under",0.0874,"Under",0.2004,"Under",0.2671,"Under",0.2637,"Under",0.3767,"Under",0.4434
"480","RPL7L1","Over",0.0132,"Under",0.486,"Over",0.0252,"Over",0.0471,"Under",0.4522,"Over",0.059
"481","F2R","Over",0.0298,"Under",0.3082,"Over",0.0779,"Under",0.0353,"Under",0.3733,"Over",0.0128
"482","N4BP2","Under",0.0109,"Under",0.4836,"Over",0.0964,"Under",0.0754,"Under",0.5481,"Over",0.0319
"483","PRDX4","Over",0.1525,"Over",0.3396,"Over",0.2101,"Over",0.1018,"Over",0.2888,"Over",0.1594
"484","SLC25A42","Over",0.1067,"Over",0.3689,"Over",0.0672,"Over",0.0315,"Over",0.2938,"Under",0.0079
"485","EIF4E3","Under",0.2358,"Under",0.1954,"Under",0.0047,"Under",0.1468,"Under",0.1063,"Over",0.0843
"486","ZNF549","Over",0.1215,"Under",0.2668,"Over",0.21,"Under",0.0465,"Under",0.4348,"Over",0.042
"487","TBC1D32","Over",0.0905,"Under",0.2776,"Over",0.172,"Over",0.0406,"Under",0.3275,"Over",0.1221
"488","PDCD5","Over",0.0999,"Over",0.313,"Over",0.0507,"Over",0.0922,"Over",0.3053,"Over",0.043
"489","RABGEF1","Under",0.0784,"Under",0.0965,"Under",0.1041,"Over",0.0084,"Under",0.0098,"Under",0.0174
"490","GYG1","Under",0.4004,"Under",0.3619,"Under",0.4013,"Under",0.1234,"Under",0.0849,"Under",0.1243
"491","IL10RB","Under",0.1496,"Under",0.3116,"Under",0.1525,"Over",0.0092,"Under",0.1528,"Over",0.0064
"492","CCDC90B","Under",0.0153,"Over",0.1091,"Over",0.0862,"Over",0.0937,"Over",0.2181,"Over",0.1952
"493","SLC7A5P2","Over",0.0182,"Under",0.1946,"Over",0.0593,"Under",0.0589,"Under",0.2717,"Under",0.0178
"494","ITIH5","Over",0.0705,"Under",0.3171,"Over",0.1497,"Under",0.0248,"Under",0.4123,"Over",0.0544
"495","GRIPAP1","Over",0.1429,"Under",0.279,"Over",0.1377,"Under",0.0821,"Under",0.504,"Under",0.0873
"496","KCNH6","Over",0.1041,"Under",0.4266,"Over",0.0283,"Under",0.0091,"Under",0.5398,"Under",0.085
"497","CLUAP1","Over",0.0067,"Under",0.181,"Under",0.0115,"Under",0.0419,"Under",0.2295,"Under",0.06
"498","JHY","Over",0.0948,"Under",0.1997,"Over",0.261,"Over",0.0438,"Under",0.2507,"Over",0.21
"499","BTF3","Under",0.0252,"Over",0.2952,"Over",0.1055,"Under",0.0134,"Over",0.307,"Over",0.1173
"500","SPTLC1","Over",0.0579,"Under",0.4609,"Over",0.1295,"Under",0.0622,"Under",0.581,"Over",0.0094
"501","BCL11A","Over",0.2241,"Under",0.0189,"Over",0.3524,"Over",0.1716,"Under",0.0714,"Over",0.2998
"502","AIRE","Under",0.0156,"Under",0.5118,"Under",0.0436,"Over",0.0167,"Under",0.4795,"Under",0.0113
"503","PARP10","Over",0.0523,"Under",0.1202,"Over",0.2499,"Over",0.06,"Under",0.1125,"Over",0.2575
"504","TRIM13","Over",0.1388,"Under",0.1112,"Over",0.1773,"Over",0.0117,"Under",0.2383,"Over",0.0502
"505","FEZ1","Over",0.0795,"Over",0.1192,"Over",0.169,"Over",0.1774,"Over",0.217,"Over",0.2669
"506","SLC44A4","Over",0.0035,"Under",0.5325,"Over",0.0443,"Over",0.0386,"Under",0.4975,"Over",0.0794
"507","ERCC1","Over",0.078,"Over",0.2796,"Over",0.0876,"Over",0.0666,"Over",0.2682,"Over",0.0763
"508","GGA1","Over",0.0849,"Under",0.1797,"Over",0.2093,"Under",0.0706,"Under",0.3351,"Over",0.0539
"509","FCAR","Over",0.1736,"Under",0.1613,"Over",0.1475,"Over",0.0946,"Under",0.2403,"Over",0.0686
"510","ZNF483","Over",0.1879,"Under",0.2042,"Over",0.2834,"Over",0.0109,"Under",0.3812,"Over",0.1064
"511","LAMP2","Over",0.1362,"Under",0.1866,"Over",0.204,"Over",0.2776,"Under",0.0452,"Over",0.3454
"512","TDP1","Over",0.1806,"Under",0.2612,"Over",0.1446,"Under",0.015,"Under",0.4567,"Under",0.0509
"513","SEC14L1","Under",0.1786,"Over",0.1567,"Under",0.1113,"Under",0.0946,"Over",0.2407,"Under",0.0273
"514","CATSPER2","Over",0.1317,"Under",0.3347,"Over",0.1972,"Under",0.0153,"Under",0.4817,"Over",0.0502
"515","CEP19","Over",0.1327,"Under",0.2439,"Over",0.1232,"Over",0.0438,"Under",0.3329,"Over",0.0343
"516","S100PBP","Over",0.1206,"Over",0.2357,"Over",0.118,"Over",0.1392,"Over",0.2543,"Over",0.1366
"517","TCAF1","Over",0.0697,"Under",0.4079,"Over",0.1976,"Under",0.0978,"Under",0.5754,"Over",0.0301
"518","PPP2R2B","Over",0.1083,"Over",0.2236,"Over",0.0154,"Over",0.1721,"Over",0.2873,"Over",0.0792
"519","BMP2K","Under",0.0912,"Over",0.2515,"Over",0.2278,"Over",0.0308,"Over",0.3735,"Over",0.3498
"520","LUC7L3","Over",0.2739,"Over",0.0152,"Over",0.3085,"Over",0.0909,"Under",0.1678,"Over",0.1254
"521","DMAC2L","Over",0.1301,"Over",0.3035,"Over",0.2317,"Over",0.1742,"Over",0.3476,"Over",0.2758
"522","EIF4H","Under",0.164,"Under",0.0303,"Under",0.1429,"Under",0.2899,"Under",0.1562,"Under",0.2688
"523","ZNF682","Over",0.104,"Under",0.4459,"Over",0.1324,"Over",3e-04,"Under",0.5495,"Over",0.0288
"524","LILRB1","Under",0.0104,"Under",0.5088,"Over",0.0604,"Over",0.0285,"Under",0.4699,"Over",0.0993
"525","UBE2D3","Under",0.0168,"Over",0.1421,"Under",0.0393,"Over",0.0556,"Over",0.2145,"Over",0.0331
"526","RPAIN","Over",0.1497,"Over",0.1398,"Over",0.102,"Over",0.0104,"Over",5e-04,"Under",0.0373
"527","TRIM10","Over",0.1113,"Over",0.3852,"Over",0.1822,"Over",0.2071,"Over",0.481,"Over",0.278
"528","OCIAD1","Over",0.0745,"Under",0.3686,"Over",0.1998,"Over",0.0242,"Under",0.419,"Over",0.1494
"529","UBC","Under",0.2181,"Under",0.209,"Under",0.2297,"Under",0.2866,"Under",0.2776,"Under",0.2982
"530","MBP","Under",0.2201,"Under",0.1641,"Under",0.087,"Under",0.3062,"Under",0.2503,"Under",0.1731
"531","RPL41","Over",0.0483,"Over",0.1451,"Under",0.0208,"Over",0.0033,"Over",0.1001,"Under",0.0658
"532","SUMO2","Under",0.0191,"Over",0.2334,"Under",0.0926,"Under",0.1234,"Over",0.1291,"Under",0.1969
"533","CREB1","Over",0.0993,"Under",0.2506,"Over",0.1171,"Over",0.0193,"Under",0.3306,"Over",0.0372
"534","CREB1","Over",0.0141,"Under",0.5038,"Over",0.143,"Under",0.0703,"Under",0.5882,"Over",0.0586
"535","RPS15A","Over",0.1939,"Over",0.2356,"Over",0.1402,"Over",0.1352,"Over",0.1769,"Over",0.0815
"536","SERPINA1","Under",0.2383,"Under",0.3357,"Under",0.1547,"Under",0.1144,"Under",0.2118,"Under",0.0309
"537","CHD2","Under",0.2063,"Over",0.2219,"Under",0.046,"Under",0.1627,"Over",0.2655,"Under",0.0024
"538","VPS28","Over",0.1561,"Over",0.367,"Over",0.1254,"Over",0.1627,"Over",0.3736,"Over",0.1321
"539","UBL5","Over",0.1638,"Over",0.2906,"Over",0.1095,"Over",0.1774,"Over",0.3043,"Over",0.1232
"540","PPA2","Over",0.0817,"Under",0.4069,"Over",0.1905,"Under",0.037,"Under",0.5257,"Over",0.0718
"541","ATP5PF","Over",0.0604,"Over",0.2354,"Under",0.071,"Under",0.048,"Over",0.127,"Under",0.1793
"542","DICER1","Over",0.0801,"Under",0.0806,"Over",0.302,"Over",0.1037,"Under",0.0569,"Over",0.3256
"543","RNF14","Under",0.1074,"Over",0.2436,"Under",0.0037,"Over",0.1142,"Over",0.4651,"Over",0.2178
"544","NDUFAF3","Over",0.1105,"Over",0.2506,"Over",0.1694,"Over",0.1053,"Over",0.2454,"Over",0.1641
"545","PSAP","Under",0.2032,"Under",0.3461,"Under",0.2124,"Under",0.0971,"Under",0.2399,"Under",0.1062
"546","PFDN5","Over",0.1971,"Over",0.1621,"Over",0.0746,"Over",0.1047,"Over",0.0697,"Under",0.0179
"547","MOSPD3","Over",0.1369,"Over",0.3413,"Over",0.1616,"Over",0.1518,"Over",0.3562,"Over",0.1766
"548","RBMS1","Under",0.1762,"Under",0.2342,"Over",0.0518,"Under",0.0507,"Under",0.1087,"Over",0.1774
"549","ZMAT3","Over",0.0846,"Under",0.2377,"Over",0.1025,"Under",0.05,"Under",0.3723,"Under",0.0322
"550","C19orf12","Under",0.2392,"Over",0.0272,"Under",0.2599,"Under",0.0145,"Over",0.2519,"Under",0.0352
"551","RTN3","Under",0.1539,"Under",0.3378,"Under",0.149,"Under",0.1288,"Under",0.3127,"Under",0.1239
"552","SDCBP","Under",0.2702,"Under",0.0017,"Under",0.2474,"Under",0.1647,"Over",0.1039,"Under",0.1419
"553","SDCBP","Under",0.472,"Under",0.1424,"Under",0.2093,"Under",0.3261,"Over",0.0035,"Under",0.0635
"554","SLC16A3","Under",0.199,"Under",0.4108,"Under",0.1123,"Under",0.1943,"Under",0.4062,"Under",0.1077
"555","HNRNPU","Over",0.1835,"Under",0.244,"Over",0.2639,"Under",0.0038,"Under",0.4313,"Over",0.0766
"556","MACROH2A1","Under",0.0595,"Under",0.267,"Under",0.194,"Under",0.149,"Under",0.3564,"Under",0.2835
"557","DYRK2","Over",0.1752,"Under",0.0277,"Over",0.402,"Over",0.1553,"Under",0.0476,"Over",0.3821
"558","PSMB9","Under",0.2743,"Over",0.1198,"Over",0.0035,"Under",0.3128,"Over",0.0813,"Under",0.0349
"559","CSF2RA","Under",0.0169,"Under",0.4832,"Over",0.0378,"Under",0.059,"Under",0.5254,"Under",0.0044
"560","DNPH1","Over",0.0495,"Over",0.2245,"Over",0.029,"Under",0.0515,"Over",0.1235,"Under",0.0721
"561","MTMR3","Under",0.1687,"Under",0.1305,"Under",0.0126,"Under",0.2052,"Under",0.167,"Under",0.049
"562","CRCP","Over",0.1218,"Under",0.4851,"Over",0.2081,"Under",0.0461,"Under",0.653,"Over",0.0401
"563","VPS41","Over",0.0258,"Under",0.3858,"Over",0.0508,"Over",0.0077,"Under",0.404,"Over",0.0326
"564","CGGBP1","Under",0.0356,"Over",0.2913,"Under",0.0232,"Over",0.0221,"Over",0.349,"Over",0.0345
"565","CCR6","Over",0.0597,"Under",0.3117,"Over",0.1676,"Under",0.0724,"Under",0.4438,"Over",0.0356
"566","LAIR1","Over",0.0397,"Under",0.1713,"Over",0.0034,"Under",0.0068,"Under",0.2178,"Under",0.0431
"567","TSPAN32","Over",0.2621,"Over",0.3709,"Over",0.1413,"Over",0.3142,"Over",0.4229,"Over",0.1934
"568","FPR2","Under",0.2435,"Under",0.1428,"Under",0.186,"Under",0.1452,"Under",0.0445,"Under",0.0876
"569","RTKN","Over",0.0914,"Under",0.138,"Under",0.2232,"Over",0.121,"Under",0.1084,"Under",0.1936
"570","ICAM4","Over",0.0106,"Over",0.2646,"Over",0.1692,"Over",0.0125,"Over",0.2665,"Over",0.1711
"571","FAM177A1","Over",0.0464,"Under",0.2797,"Over",0.1881,"Under",0.0611,"Under",0.3872,"Over",0.0806
"572","SLTM","Over",0.1955,"Over",0.0249,"Over",0.2934,"Over",0.1326,"Under",0.038,"Over",0.2305
"573","GJC1","Over",0.0152,"Under",0.4772,"Over",0.1377,"Under",0.1133,"Under",0.6057,"Over",0.0092
"574","RFXANK","Over",0.0942,"Over",0.2097,"Over",0.0664,"Over",0.2419,"Over",0.3574,"Over",0.2141
"575","CDAN1","Under",0.008,"Under",0.4683,"Over",0.0603,"Over",0.0284,"Under",0.4319,"Over",0.0967
"576","DNAJB6","Under",0.2037,"Over",0.0857,"Under",0.0767,"Under",0.3164,"Under",0.027,"Under",0.1894
"577","SERPINA1","Under",0.1725,"Under",0.3749,"Under",0.1479,"Under",0.1474,"Under",0.3497,"Under",0.1228
"578","SULT1A1","Over",0.0772,"Under",0.3686,"Over",0.1123,"Under",0.0528,"Under",0.4987,"Under",0.0177
"579","EMC6","Over",0.1345,"Over",0.2038,"Over",0.1881,"Over",0.0716,"Over",0.1409,"Over",0.1252
"580","BIRC3","Over",0.2275,"Under",0.225,"Over",0.2862,"Over",0.0657,"Under",0.3868,"Over",0.1243
"581","LILRB3","Under",0.029,"Under",0.5109,"Over",0.0285,"Under",0.0344,"Under",0.5164,"Over",0.023
"582","RPS17","Over",0.1598,"Over",0.2989,"Over",0.104,"Over",0.0631,"Over",0.2022,"Over",0.0074
"583","IL17RD","Over",0.2083,"Under",0.3605,"Over",0.2918,"Under",0.0343,"Under",0.6031,"Over",0.0492
"584","RPL9","Over",0.3164,"Over",0.1462,"Over",0.0505,"Over",0.1601,"Under",0.0101,"Under",0.1058
"585","PPM1A","Under",0.2854,"Over",0.3133,"Under",0.2375,"Under",0.2036,"Over",0.3951,"Under",0.1557
"586","PCLAF","Over",0.0928,"Under",0.3243,"Over",0.1128,"Under",0.0711,"Under",0.4882,"Under",0.0511
"587","SP110","Under",0.224,"Under",0.0653,"Under",0.0113,"Under",0.3137,"Under",0.155,"Under",0.1009
"588","CFAP74","Over",0.1396,"Under",0.339,"Over",0.276,"Under",0.0851,"Under",0.5637,"Over",0.0513
"589","RPS29","Over",0.2576,"Over",0.081,"Under",0.0143,"Over",0.2165,"Over",0.0399,"Under",0.0554
"590","RPL15","Over",0.1762,"Over",0.3002,"Over",0.079,"Over",0.1687,"Over",0.2927,"Over",0.0715
"591","HNRNPK","Under",0.3412,"Under",0.0071,"Under",0.1802,"Under",0.3181,"Over",0.016,"Under",0.1571
"592","LINC01160","Over",0.2659,"Under",0.0516,"Over",0.1064,"Over",0.1748,"Under",0.1428,"Over",0.0153
"593","RPL21","Over",0.2538,"Over",0.4201,"Over",0.2354,"Over",0.1886,"Over",0.3549,"Over",0.1702
"594","FAM126B","Over",0.0796,"Under",0.4307,"Over",0.123,"Under",0.0471,"Under",0.5574,"Under",0.0037
"595","LOC100129931","Over",0.1162,"Over",0.1995,"Over",0.1871,"Over",0.1446,"Over",0.228,"Over",0.2155
"596","ZFAS1","Over",0.1245,"Over",0.2453,"Under",0.0709,"Over",0.012,"Over",0.1327,"Under",0.1834
"597","RPL9","Over",0.3132,"Over",0.0895,"Over",0.1501,"Over",0.362,"Over",0.1383,"Over",0.1989
"598","RPL9","Over",0.2764,"Over",0.1417,"Over",0.1349,"Over",0.2128,"Over",0.0781,"Over",0.0713
"599","CAP1","Under",0.2501,"Under",0.381,"Over",0.0263,"Under",0.1256,"Under",0.2565,"Over",0.1508
"600","RPS27","Over",0.2503,"Over",0.0973,"Over",0.1153,"Over",0.157,"Over",0.004,"Over",0.0221
"601","RPL7A","Over",0.1499,"Over",0.2039,"Over",0.1079,"Over",0.1695,"Over",0.2235,"Over",0.1276
"602","RPS27A","Over",0.1345,"Over",0.0569,"Under",0.0296,"Under",0.0357,"Under",0.1133,"Under",0.1999
"603","RPLP0","Over",0.0456,"Over",0.239,"Over",0.0868,"Under",0.025,"Over",0.1684,"Over",0.0161
"604","RPS15A","Over",0.1949,"Over",0.2975,"Over",0.2031,"Over",0.1456,"Over",0.2482,"Over",0.1539
"605","MTMR12","Over",0.0331,"Under",0.1214,"Over",0.0978,"Under",0.1375,"Under",0.292,"Under",0.0729
"606","RPS25","Over",0.2338,"Over",0.2243,"Over",0.1394,"Over",0.0226,"Over",0.013,"Under",0.0719
"607","LINC01018","Over",0.0206,"Under",0.3158,"Over",0.1704,"Over",0.0314,"Under",0.305,"Over",0.1811
"608","RPL7","Over",0.1405,"Over",0.2945,"Over",0.0942,"Over",0.0869,"Over",0.2409,"Over",0.0406
"609","RPS7","Over",0.1437,"Over",0.2512,"Over",0.0581,"Over",0.0901,"Over",0.1977,"Over",0.0046
"610","RPL7A","Over",0.1166,"Over",0.2398,"Under",0.0071,"Over",0.0432,"Over",0.1664,"Under",0.0805
"611","RPL26","Over",0.2828,"Over",0.3417,"Over",0.1808,"Over",0.1361,"Over",0.195,"Over",0.0341
"612","PPIA","Under",0.0897,"Over",0.0881,"Under",0.1171,"Under",0.2931,"Under",0.1153,"Under",0.3205
"613","PAXIP1-DT","Over",0.1174,"Under",0.4432,"Over",0.1947,"Under",0.0396,"Under",0.6002,"Over",0.0378
"614","RPL22","Over",0.1622,"Over",0.2097,"Over",0.2,"Over",0.0517,"Over",0.0993,"Over",0.0896
"615","ZNF738","Over",0.0694,"Under",0.3999,"Over",0.1921,"Under",0.0024,"Under",0.4717,"Over",0.1203
"616","RPSAP9","Over",0.1396,"Over",0.1633,"Over",0.0452,"Under",0.0198,"Over",0.0039,"Under",0.1142
"617","RPL29","Over",0.1974,"Over",0.1809,"Over",0.1454,"Over",0.0389,"Over",0.0224,"Under",0.0131
"618","ZNF876P","Over",0.0815,"Under",0.412,"Over",0.1565,"Under",0.0781,"Under",0.5716,"Under",0.0031
"619","RPS27A","Over",0.2157,"Over",0.1864,"Over",0.0613,"Over",0.0126,"Under",0.0167,"Under",0.1418
"620","RPS13","Over",0.2249,"Over",0.1222,"Over",0.1155,"Over",0.0901,"Under",0.0126,"Under",0.0194
"621","RPL15","Over",0.1573,"Over",0.1461,"Over",0.0095,"Over",0.1073,"Over",0.096,"Under",0.0406
"622","DYNLL1","Over",0.1244,"Over",0.1528,"Over",0.0378,"Over",0.1387,"Over",0.1672,"Over",0.0521
"623","MRI1","Over",0.1785,"Under",0.4124,"Over",0.175,"Over",0.0141,"Under",0.5767,"Over",0.0107
"624","NMT2","Over",0.1587,"Under",0.2321,"Over",0.2552,"Over",0.003,"Under",0.3879,"Over",0.0994
"625","PLPP5","Over",0.0609,"Under",0.2639,"Over",0.1474,"Under",0.0424,"Under",0.3672,"Over",0.044
"626","RPL23AP7","Over",0.0941,"Over",0.1218,"Under",0.0034,"Under",0.0478,"Under",0.0202,"Under",0.1453
"627","TOMM6","Over",0.1711,"Over",0.3008,"Over",0.1964,"Over",0.1247,"Over",0.2543,"Over",0.15
"628","FAM83A-AS1","Over",0.3513,"Over",0.5756,"Over",0.3174,"Over",0.2381,"Over",0.4624,"Over",0.2042
"629","RPS27","Over",0.3614,"Over",0.4181,"Over",0.1854,"Over",0.2792,"Over",0.3359,"Over",0.1032
"630","MFSD14C","Over",0.1063,"Under",0.3803,"Over",0.1931,"Under",0.0275,"Under",0.5141,"Over",0.0594
"631","ANXA2P2","Over",0.0475,"Under",0.2154,"Over",0.1658,"Under",0.0291,"Under",0.292,"Over",0.0891
"632","LOC100128288","Over",0.1405,"Under",0.2306,"Over",0.1786,"Under",0.0248,"Under",0.3959,"Over",0.0133
"633","RPL26","Over",0.3341,"Over",0.2689,"Over",0.1952,"Over",0.1518,"Over",0.0866,"Over",0.0129
"634","C2orf69","Over",0.1816,"Under",0.4237,"Over",0.1888,"Under",0.0073,"Under",0.6126,"Under",1e-04
"635","ABRAXAS1","Over",0.1915,"Under",0.3806,"Over",0.2328,"Over",0.0471,"Under",0.525,"Over",0.0884
"636","ZNF674","Over",0.0122,"Under",0.3721,"Over",0.1022,"Under",0.0181,"Under",0.4024,"Over",0.0719
"637","BMS1P1","Over",0.0667,"Under",0.3247,"Over",0.1851,"Under",0.0426,"Under",0.4339,"Over",0.0758
"638","EGFEM1P","Over",0.0235,"Under",0.0979,"Over",0.0268,"Under",0.0114,"Under",0.1327,"Under",0.008
"639","RPS27","Over",0.146,"Over",0.1003,"Over",0.0019,"Over",0.0623,"Over",0.0167,"Under",0.0817
"640","ITPRIP","Under",0.1519,"Under",0.3005,"Under",0.1804,"Under",0.1353,"Under",0.2839,"Under",0.1638
"641","SMCR5","Over",0.0391,"Under",0.2784,"Over",0.0929,"Under",0.0386,"Under",0.3561,"Over",0.0152
"642","AEN","Over",0.0293,"Over",0.0331,"Over",0.2512,"Over",0.0477,"Over",0.0515,"Over",0.2696
"643","MECR","Over",0.0197,"Under",0.3154,"Over",0.0294,"Over",0.076,"Under",0.2592,"Over",0.0857
"644","S100A11","Under",0.2375,"Under",0.1974,"Under",0.2484,"Under",0.3466,"Under",0.3065,"Under",0.3574
"645","RPS18","Over",0.1378,"Over",0.141,"Over",0.078,"Over",0.0207,"Over",0.0239,"Under",0.0391
"646","QRFPR","Over",0.1142,"Under",0.2402,"Over",0.1891,"Under",0.0444,"Under",0.3988,"Over",0.0305
"647","RPL7","Over",0.1931,"Over",0.199,"Over",0.2089,"Over",0.1326,"Over",0.1385,"Over",0.1484
"648","RRP7BP","Over",0.0617,"Under",0.1772,"Over",0.1027,"Under",0.0725,"Under",0.3114,"Under",0.0315
"649","GOLGA6L6","Over",0.0308,"Under",0.5637,"Over",0.0598,"Over",0.0587,"Under",0.5359,"Over",0.0877
"650","CCDC125","Over",0.0515,"Under",0.3562,"Over",0.1962,"Under",0.0157,"Under",0.4233,"Over",0.129
"651","EPB41L4A-AS1","Over",0.1947,"Over",0.3057,"Over",0.1361,"Over",0.1335,"Over",0.2446,"Over",0.075
"652","RPL23A","Over",0.1166,"Over",0.0445,"Under",0.1552,"Under",0.0682,"Under",0.1403,"Under",0.34
"653","RPS29","Over",0.2594,"Over",0.2672,"Over",0.153,"Over",0.15,"Over",0.1578,"Over",0.0436
"654","LRRC37BP1","Over",0.1127,"Under",0.4831,"Over",0.2548,"Under",0.0677,"Under",0.6635,"Over",0.0744
"655","AQP12B","Over",0.0895,"Over",0.2217,"Over",0.0726,"Over",0.1251,"Over",0.2572,"Over",0.1081
"656","RPS15A","Over",0.0912,"Over",0.1566,"Under",0.0027,"Over",0.0305,"Over",0.0959,"Under",0.0633
"657","RPL7L1","Over",0.1087,"Under",0.3282,"Over",0.2444,"Under",0.0645,"Under",0.5014,"Over",0.0712
"658","SNHG6","Over",0.3265,"Over",0.2493,"Over",0.1313,"Over",0.2551,"Over",0.1779,"Over",0.0599
"659","GOLGA6L1","Under",0.0192,"Under",0.4811,"Over",0.1047,"Under",0.0141,"Under",0.476,"Over",0.1097
"660","TMEM106A","Over",0.0116,"Under",0.3411,"Over",0.0116,"Under",0.0638,"Under",0.4166,"Under",0.0639
"661","LOC100134868","Over",0.041,"Under",0.3402,"Over",0.1266,"Over",0.0019,"Under",0.3793,"Over",0.0874
"662","LDHA","Under",0.39,"Under",0.2271,"Under",0.4988,"Under",0.2768,"Under",0.1139,"Under",0.3856
"663","C11orf58","Over",0.1256,"Over",0.0075,"Over",0.1869,"Over",0.375,"Over",0.257,"Over",0.4363
"664","KLHL28","Over",0.108,"Under",0.211,"Over",0.1099,"Over",0.0112,"Under",0.3078,"Over",0.0132
"665","PNPT1","Over",0.0531,"Under",0.5229,"Over",0.1588,"Under",0.0544,"Under",0.6304,"Over",0.0513
"666","ZNF322","Over",0.1626,"Under",0.0736,"Under",0.0035,"Over",0.2135,"Under",0.0228,"Over",0.0474
"667","HIGD1A","Over",0.1576,"Over",0.4541,"Over",0.3592,"Over",0.1751,"Over",0.4716,"Over",0.3767
"668","SNRPG","Over",0.1972,"Over",0.055,"Under",0.0111,"Over",0.0966,"Under",0.0456,"Under",0.1117
"669","FAM13B","Over",0.2006,"Over",0.0103,"Over",0.2642,"Over",0.2692,"Over",0.079,"Over",0.3328
"670","RAN","Under",0.1075,"Over",0.2273,"Under",0.2328,"Under",0.2488,"Over",0.086,"Under",0.3741
